borough,block,lot,cd,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,latitude,longitude,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,sanitdistrict,healthcenterdistrict,firm07_flag,pfirm15_flag,rpaddate,dcasdate,zoningdate,landmkdate,basempdate,masdate,polidate,edesigdate,geom,dcpedited,notes
BK,2375,1005,,,,,,,,,,,,147 HOPE STREET,,,,,,,,,,,,R4,03,0,X,,,46881,0,1765,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3023751005,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,2375,1009,,,,,,,,,,,,147 HOPE STREET,,,,,,,,,,,,R4,03,0,X,,,46881,0,967,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3023751009,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,2375,1004,,,,,,,,,,,,147 HOPE STREET,,,,,,,,,,,,R4,03,0,X,,,46881,0,2043,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3023751004,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,2398,1103,,,,,,,,,,,,404 GRAND STREET,,,,,,,,,,,,R1,02,0,X,,,1008,0,1008,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3023981103,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,2771,1105,,,,,,,,,,,,267 AINSLIE ST,,,,,,,,,,,,R1,02,0,X,,,5000,0,1286,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3027711105,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,2857,1802,,,,,,,,,,,,77 KINGSLAND AVE,,,,,,,,,,,,R1,02,0,X,,,5995,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3028571802,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,2857,1804,,,,,,,,,,,,77 KINGSLAND AVE,,,,,,,,,,,,R1,02,0,X,,,5995,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3028571804,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,2883,1204,,,,,,,,,,,,210 JACKSON STREET,,,,,,,,,,,,R1,02,0,X,,,4998,0,1067,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3028831204,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,2907,1501,,,,,,,,,,,,34 MASPETH AVENUE,,,,,,,,,,,,R1,02,0,X,,,6350,0,1415,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3029071501,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,2907,1503,,,,,,,,,,,,34 MASPETH AVENUE,,,,,,,,,,,,R1,02,0,X,,,6350,0,1108,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3029071503,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3171,1103,,,,,,,,,,,,45 TROUTMAN STREET,,,,,,,,,,,,R1,02,0,X,,,697,0,697,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3031711103,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3265,1102,,,,,,,,,,,,64 STANHOPE STREET,,,,,,,,,,,,R1,02,0,X,,,745,0,745,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3032651102,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3265,1104,,,,,,,,,,,,64 STANHOPE STREET,,,,,,,,,,,,R1,02,0,X,,,745,0,745,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3032651104,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3265,1105,,,,,,,,,,,,64 STANHOPE STREET,,,,,,,,,,,,R1,02,0,X,,,626,0,626,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3032651105,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3296,1003,,,,,,,,,,,,1178 GREENE AVE,,,,,,,,,,,,R1,02,0,X,,,982,0,982,0,0,0,0,0,0,7,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3032961003,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3435,1004,,,,,,,,,,,,189 COOPER STREET,,,,,,,,,,,,R4,03,0,X,,,10932,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3034351004,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3435,1006,,,,,,,,,,,,189 COOPER STREET,,,,,,,,,,,,R4,03,0,X,,,10932,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3034351006,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3435,1008,,,,,,,,,,,,189 COOPER STREET,,,,,,,,,,,,R4,03,0,X,,,10932,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3034351008,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3435,1001,,,,,,,,,,,,189 COOPER STREET,,,,,,,,,,,,R4,03,0,X,,,10932,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3034351001,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3435,1002,,,,,,,,,,,,189 COOPER STREET,,,,,,,,,,,,R4,03,0,X,,,10932,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3034351002,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3862,1004,,,,,,,,,,,,96 NEW LOTS AVE,,,,,,,,,,,,R5,05,0,X,,,305524,7440,0,0,0,0,0,0,7440,2,,,0,1,,,,,,1,N,1,5,0,0,0,0,0,0,,,,0,0,0,3,3038621004,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,4967,1002,,,,,,,,,,,,3311 NEWKIRK AVENUE,,,,,,,,,,,,R1,02,0,X,,,10376,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3049671002,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,4967,1005,,,,,,,,,,,,3311 NEWKIRK AVENUE,,,,,,,,,,,,R1,02,0,X,,,10376,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3049671005,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,4967,1007,,,,,,,,,,,,3311 NEWKIRK AVENUE,,,,,,,,,,,,R1,02,0,X,,,10376,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3049671007,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,4967,1009,,,,,,,,,,,,3311 NEWKIRK AVENUE,,,,,,,,,,,,R1,02,0,X,,,10376,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3049671009,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,7352,1007,,,,,,,,,,,,2590 OCEAN AVENUE,,,,,,,,,,,,R4,03,0,X,,,30101,0,1199,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3073521007,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,5329,1020,,,,,,,,,,,,190 EAST 7TH STREET,,,,,,,,,,,,R3,02,0,X,,,919,0,919,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3053291020,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,5329,1021,,,,,,,,,,,,190 EAST 7TH STREET,,,,,,,,,,,,R3,02,0,X,,,919,0,919,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3053291021,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,90,1346,,,,,,,,,,,,25 PARK ROW,,,,,,,,,,,,R4,03,0,X,,,2075,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1000901346,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,5329,1013,,,,,,,,,,,,190 EAST 7TH STREET,,,,,,,,,,,,R3,02,0,X,,,1633,0,1633,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3053291013,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,1248,1212,,,,,,,,,,,,555 WEST END AVENUE,,,,,,,,,,,,R4,03,0,X,,,53747,0,10018,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1012481212,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,5329,1016,,,,,,,,,,,,190 EAST 7TH STREET,,,,,,,,,,,,R3,02,0,X,,,937,0,937,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3053291016,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,5329,1017,,,,,,,,,,,,190 EAST 7TH STREET,,,,,,,,,,,,R3,02,0,X,,,937,0,937,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3053291017,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1807,1321,,,,,,,,,,,,399 GATES AVE,,,,,,,,,,,,R2,02,0,X,,,14537,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3018071321,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,5684,1101,,,,,,,,,,,,1333 56TH STREET,,,,,,,,,,,,R1,02,0,X,,,2520,0,2131,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3056841101,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,153,1187,101,31,1017,02,1,10007,E006,5,7700,1,3B,49-51 CHAMBERS STREET,,,,,,,,,,,,R4,03,0,,,,1459,0,1459,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,5,5,10496,208186,0,0,0,0,,,,0,0,0,1,1001531187,,0031,982826,199406,40.7139999954088,-74.0051366663538,,,1,1,,,,2,20v2,01,15,,,,,,,,,,,,,
BK,5684,1103,,,,,,,,,,,,1333 56TH STREET,,,,,,,,,,,,R1,02,0,X,,,2520,0,1331,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3056841103,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,6432,1010,,,,,,,,,,,,8794 17TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,990,0,990,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3064321010,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,6432,1004,,,,,,,,,,,,8794 17TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,1560,0,1560,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3064321004,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,6432,1006,,,,,,,,,,,,8794 17TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,1100,0,1100,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3064321006,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,6432,1007,,,,,,,,,,,,8794 17TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,1100,0,1100,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3064321007,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,1914,1301,,,,,,,,,,,,126 WEST 130TH STREET,,,,,,,,,,,,R6,02,0,X,,,5663,0,2585,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1019141301,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,7352,1014,,,,,,,,,,,,2590 OCEAN AVENUE,,,,,,,,,,,,RG,10,0,X,,,30101,153,0,0,0,153,0,0,0,2,,,0,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3073521014,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,7352,1016,,,,,,,,,,,,2590 OCEAN AVENUE,,,,,,,,,,,,RG,10,0,X,,,30101,153,0,0,0,153,0,0,0,2,,,0,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3073521016,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,7352,1020,,,,,,,,,,,,2590 OCEAN AVENUE,,,,,,,,,,,,RG,10,0,X,,,30101,153,0,0,0,153,0,0,0,2,,,0,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3073521020,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,7352,1005,,,,,,,,,,,,2590 OCEAN AVENUE,,,,,,,,,,,,R4,03,0,X,,,30101,0,1199,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3073521005,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,415,1516,,,,,,,,,,,,41-04 27TH STREET,,,,,,,,,,,,R4,03,0,X,,,27683,0,603,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4004151516,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,7473,1005,,,,,,,,,,,,2820 AVENUE Z,,,,,,,,,,,,R1,02,0,X,,,4200,0,530,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3074731005,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,153,1194,101,31,1017,02,1,10007,E006,5,7700,1,3B,49-51 CHAMBERS STREET,,,,,,,,,,,,R4,03,0,,,,1459,0,1459,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,5,5,14256,282766,0,0,0,0,,,,0,0,0,1,1001531194,,0031,982826,199406,40.7139999954088,-74.0051366663538,,,1,1,,,,2,20v2,01,15,,,,,,,,,,,,,
BK,7473,1006,,,,,,,,,,,,2820 AVENUE Z,,,,,,,,,,,,R1,02,0,X,,,4200,0,530,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3074731006,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,8674,1123,,,,,,,,,,,,3016 BRIGHTON 5TH STREET,,,,,,,,,,,,RG,10,0,X,,,153,,,,,,,,,2,,,0,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3086741123,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,8674,1125,,,,,,,,,,,,3016 BRIGHTON 5TH STREET,,,,,,,,,,,,RG,10,0,X,,,153,,,,,,,,,2,,,0,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3086741125,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,382,1120,,,,,,,,,,,,31-12 38 AVENUE,,,,,,,,,,,,R4,03,0,X,,,15897,0,1235,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4003821120,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,1536,1172,,,,,,,,,,,,45-16 83RD STREET,,,,,,,,,,,,R4,03,0,X,,,233805,0,937,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4015361172,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,6230,1120,311,268,2003,20,44,11214,L168,62,8300,3,2E,7516 BAY PARKWAY,,,,,,,,,,,,R4,03,0,X,,,1136,0,1136,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3062301120,,0268,987576,160765,40.6079384787317,-73.9880214816232,,,312 073,31902,,,,2,20v2,11,31,,,,,,,,,,,,,
BK,7341,1002,315,568,1002,22,46,11229,E321,61,8722,3,2E,2126 GERRITSEN AVENUE,,,,,,,,,,,,R3,02,0,X,,,5274,0,1130,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3073411002,,0568,1001946,158798,40.6025224213474,-73.9362733962556,,,319 029,32202,,,,2,20v2,15,37,,,,,,,,,,,,,
QN,382,1124,,,,,,,,,,,,31-12 38 AVENUE,,,,,,,,,,,,RG,10,0,X,,,15897,162,0,0,0,162,0,0,0,2,,,0,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4003821124,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,1536,1205,,,,,,,,,,,,45-11 82ND STREET,,,,,,,,,,,,R4,03,0,X,,,233805,0,862,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4015361205,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,415,1531,,,,,,,,,,,,41-04 27TH STREET,,,,,,,,,,,,R4,03,0,X,,,27683,0,398,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4004151531,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,459,1304,,,,,,,,,,,,3 EAST 3RD STREET,,,,,,,,,,,,R1,02,0,X,,,1866,0,1866,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1004591304,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,415,1537,,,,,,,,,,,,41-04 27TH STREET,,,,,,,,,,,,R4,03,0,X,,,27683,0,598,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4004151537,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,1248,1209,,,,,,,,,,,,555 WEST END AVENUE,,,,,,,,,,,,R4,03,0,X,,,53747,0,3474,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1012481209,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,8674,1101,,,,,,,,,,,,3016 BRIGHTON 5TH STREET,,,,,,,,,,,,R4,03,0,X,,,713,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3086741101,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,8674,1102,,,,,,,,,,,,3016 BRIGHTON 5TH STREET,,,,,,,,,,,,R4,03,0,X,,,737,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3086741102,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,8674,1103,,,,,,,,,,,,3016 BRIGHTON 5TH STREET,,,,,,,,,,,,R4,03,0,X,,,739,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3086741103,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,8674,1105,,,,,,,,,,,,3016 BRIGHTON 5TH STREET,,,,,,,,,,,,R4,03,0,X,,,713,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3086741105,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,188,1203,,,,,,,,,,,,110 HOYT STREET,,,,,,,,,,,,R6,02,0,X,,,4270,220,1848,0,0,164,0,0,56,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001881203,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,382,1103,,,,,,,,,,,,31-12 38 AVENUE,,,,,,,,,,,,R4,03,0,X,,,15897,0,624,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4003821103,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,382,1104,,,,,,,,,,,,31-12 38 AVENUE,,,,,,,,,,,,R4,03,0,X,,,15897,0,624,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4003821104,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,415,1514,,,,,,,,,,,,41-04 27TH STREET,,,,,,,,,,,,R4,03,0,X,,,27683,0,638,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4004151514,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,382,1112,,,,,,,,,,,,31-12 38 AVENUE,,,,,,,,,,,,R4,03,0,X,,,15897,0,624,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4003821112,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,415,1517,,,,,,,,,,,,41-04 27TH STREET,,,,,,,,,,,,R4,03,0,X,,,27683,0,598,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4004151517,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,382,1113,,,,,,,,,,,,31-12 38 AVENUE,,,,,,,,,,,,R4,03,0,X,,,15897,0,590,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4003821113,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,382,1115,,,,,,,,,,,,31-12 38 AVENUE,,,,,,,,,,,,R4,03,0,X,,,15897,0,766,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4003821115,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,382,1116,,,,,,,,,,,,31-12 38 AVENUE,,,,,,,,,,,,R4,03,0,X,,,15897,0,876,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4003821116,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,415,1505,,,,,,,,,,,,41-04 27TH STREET,,,,,,,,,,,,RK,05,0,X,,,27683,0,973,0,0,0,0,0,0,2,,,0,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4004151505,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,382,1001,,,,,,,,,,,,38-11 31ST STREET,,,,,,,,,,,,RR,04,0,X,,,47891,0,37571,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4003821001,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,382,1002,,,,,,,,,,,,38-11 31ST STREET,,,,,,,,,,,,RK,05,0,X,,,47891,10941,0,0,10941,0,0,0,0,2,,,0,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4003821002,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,382,1102,,,,,,,,,,,,31-12 38 AVENUE,,,,,,,,,,,,R5,05,0,X,,,15897,1591,0,0,1591,0,0,0,0,2,,,0,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4003821102,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,2264,3212,,,,,,,,,,,,577 FLUSHING AVENUE,,,,,,,,,,,,R4,03,0,X,,,40363,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3022643212,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,415,1502,,,,,,,,,,,,41-04 27TH STREET,,,,,,,,,,,,RK,05,0,X,,,27683,0,1570,0,0,0,0,0,0,2,,,0,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4004151502,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,415,1504,,,,,,,,,,,,41-04 27TH STREET,,,,,,,,,,,,RK,05,0,X,,,27683,0,786,0,0,0,0,0,0,2,,,0,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4004151504,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,1223,1210,,,,,,,,,,,,67-19 ROOSEVELT AVENUE,,,,,,,,,,,,R4,03,0,X,,,521,0,521,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4012231210,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,7364,1003,315,570,4004,22,46,11229,E321,61,8722,3,2E,2133 HARING STREET,,,,,,,,,,,,RP,10,0,X,,,153,153,0,0,0,153,0,0,0,2,,,0,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3073641003,,0570,1000791,157749,40.5996453609441,-73.9404353345575,,,319 033,32203,,,,2,20v2,15,37,,,,,,,,,,,,,
BK,2264,3220,,,,,,,,,,,,577 FLUSHING AVENUE,,,,,,,,,,,,RG,10,0,X,,,40363,,,,,,,,,2,,,0,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3022643220,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,1536,1165,,,,,,,,,,,,45-11 82ND STREET,,,,,,,,,,,,R4,03,0,X,,,233805,0,914,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4015361165,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
